,State,City,Population,Total_law_enforcement_employees,Total_crime,employees_perCapita,crime_perCapita
682,GEORGIA,Ellaville,1835.0,5,28.0,0.0027247956403269754,0.015258855585831062
685,GEORGIA,Enigma,1354.0,3,24.0,0.0022156573116691287,0.01772525849335303
686,GEORGIA,Eton,890.0,4,3.0,0.0044943820224719105,0.0033707865168539327
687,GEORGIA,Euharlee,4450.0,12,23.0,0.002696629213483146,0.005168539325842696
688,GEORGIA,Fairburn,17583.0,50,291.0,0.0028436558039014958,0.016550076778706704
689,GEORGIA,Fayetteville,18554.0,57,351.0,0.003072113829901908,0.0189177535841328
691,GEORGIA,Flowery Branch,9155.0,19,112.0,0.002075368651010377,0.012233752048061168
692,GEORGIA,Folkston,5074.0,7,58.0,0.0013795821836815136,0.011430823807646828
694,GEORGIA,Fort Valley,8906.0,33,333.0,0.0037053671682012127,0.03739052324275769
696,GEORGIA,Franklin Springs,1214.0,2,1.0,0.0016474464579901153,0.0008237232289950577
697,GEORGIA,Gainesville,45385.0,107,1361.0,0.0023576071389225517,0.029987881458631706
700,GEORGIA,Grantville,3369.0,14,50.0,0.004155535767289997,0.014841199168892847
701,GEORGIA,Gray,3240.0,14,35.0,0.004320987654320987,0.010802469135802469
704,GEORGIA,Grovetown,17293.0,23,144.0,0.0013300179263285722,0.008327068756144104
