"","Date Rptd","DATE OCC","AREA NAME","Crm Cd Desc","Vict Age","Vict Sex","Vict Descent","Vict Birth Year"
"501913","2022-10-23","2022-10-23","Northeast","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","36","F","W","1987"
"501914","2022-03-28","2022-03-28","77th Street","BURGLARY FROM VEHICLE","26","F","H","1997"
"501915","2022-06-19","2022-06-19","77th Street","ROBBERY","31","F","B","1992"
"501916","2022-11-15","2022-11-15","West Valley","DOCUMENT FORGERY / STOLEN FELONY","26","M","W","1997"
"501917","2022-08-01","2022-08-01","Wilshire","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","22","X","X","2001"
"501918","2022-06-10","2022-06-10","N Hollywood","BATTERY - SIMPLE ASSAULT","26","M","O","1997"
"501919","2022-03-02","2022-03-02","Olympic","INTIMATE PARTNER - SIMPLE ASSAULT","34","M","B","1989"
"501920","2022-11-02","2022-11-02","Topanga","BATTERY - SIMPLE ASSAULT","51","M","O","1972"
"501921","2022-03-20","2022-03-20","Northeast","THEFT OF IDENTITY","50","F","H","1973"
"501922","2022-10-03","2022-10-03","Rampart","BURGLARY FROM VEHICLE","30","M","H","1993"
"501923","2022-07-26","2022-07-26","Hollywood","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","25","M","B","1998"
"501924","2022-12-16","2022-12-16","Rampart","BUNCO, ATTEMPT","35","M","B","1988"
"501925","2022-01-19","2022-01-19","Topanga","THEFT PLAIN - PETTY ($950 & UNDER)","35","M","O","1988"
"501926","2022-10-02","2022-10-02","West LA","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","62","F","H","1961"
"501927","2022-07-26","2022-07-26","Central","BURGLARY","38","F","H","1985"
"501928","2022-05-22","2022-05-22","77th Street","VIOLATION OF RESTRAINING ORDER","35","M","B","1988"
"501929","2022-03-24","2022-03-24","Rampart","BURGLARY FROM VEHICLE","26","F","H","1997"
"501930","2022-12-15","2022-12-15","Rampart","BUNCO, GRAND THEFT","56","F","H","1967"
"501931","2022-12-21","2022-12-21","Hollywood","BATTERY - SIMPLE ASSAULT","48","M","H","1975"
"501932","2022-12-12","2022-12-12","Van Nuys","THEFT OF IDENTITY","35","F","H","1988"
"501933","2022-07-23","2022-07-23","Southwest","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","22","X","X","2001"
"501934","2022-10-22","2022-10-22","Topanga","THEFT OF IDENTITY","45","M","H","1978"
"501935","2022-02-28","2022-02-28","Pacific","BURGLARY FROM VEHICLE","20","M","W","2003"
"501936","2022-05-10","2022-05-10","West Valley","ROBBERY","59","F","O","1964"
"501937","2022-06-24","2022-06-24","Southeast","THEFT OF IDENTITY","44","F","B","1979"
"501938","2022-10-30","2022-10-30","Harbor","BURGLARY FROM VEHICLE","43","M","H","1980"
"501939","2023-01-01","2023-01-01","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","38","M","H","1985"
"501940","2022-07-14","2022-07-14","West LA","INTIMATE PARTNER - SIMPLE ASSAULT","20","F","O","2003"
"501941","2022-04-18","2022-04-18","Olympic","TRESPASSING","17","M","H","2006"
"501942","2022-06-04","2022-06-04","Newton","THEFT OF IDENTITY","37","M","B","1986"
"501943","2022-06-06","2022-06-06","Van Nuys","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","54","M","H","1969"
"501944","2022-03-21","2022-03-21","N Hollywood","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","51","M","W","1972"
"501945","2022-07-27","2022-07-27","Topanga","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","35","M","X","1988"
"501946","2022-02-14","2022-02-14","Van Nuys","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","47","F","O","1976"
"501947","2022-03-05","2022-03-05","Olympic","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","41","M","O","1982"
"501948","2022-03-10","2022-03-10","Topanga","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","53","F","A","1970"
"501949","2022-08-18","2022-08-18","Southwest","INTIMATE PARTNER - SIMPLE ASSAULT","38","F","B","1985"
"501950","2022-04-03","2022-04-03","Wilshire","BURGLARY FROM VEHICLE","51","F","W","1972"
"501951","2022-10-03","2022-10-03","Olympic","BATTERY - SIMPLE ASSAULT","24","M","B","1999"
"501952","2022-02-03","2022-02-03","West Valley","BURGLARY FROM VEHICLE","42","F","W","1981"
"501953","2022-06-26","2022-06-26","77th Street","THEFT OF IDENTITY","27","F","H","1996"
"501954","2022-07-24","2022-07-24","Southwest","THEFT OF IDENTITY","23","F","B","2000"
"501955","2022-06-23","2022-06-23","Northeast","VIOLATION OF RESTRAINING ORDER","44","M","H","1979"
"501956","2022-07-08","2022-07-08","Topanga","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","31","M","W","1992"
"501957","2022-07-05","2022-07-05","Hollywood","BATTERY - SIMPLE ASSAULT","41","M","O","1982"
"501958","2022-10-28","2022-10-28","Central","ROBBERY","61","M","B","1962"
"501959","2022-01-19","2022-01-19","Pacific","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","26","M","W","1997"
"501960","2022-10-14","2022-10-14","Wilshire","CRIMINAL THREATS - NO WEAPON DISPLAYED","35","F","H","1988"
"501961","2022-04-09","2022-04-09","Southwest","THEFT OF IDENTITY","31","F","B","1992"
"501962","2022-10-06","2022-10-06","Southeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","68","M","B","1955"
"501963","2022-06-07","2022-06-07","Harbor","BATTERY - SIMPLE ASSAULT","32","F","H","1991"
"501964","2022-03-22","2022-03-22","Wilshire","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","27","F","O","1996"
"501965","2022-05-07","2022-05-07","Rampart","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","52","M","H","1971"
"501966","2022-10-26","2022-10-26","N Hollywood","THEFT OF IDENTITY","27","F","A","1996"
"501967","2022-02-04","2022-02-04","Harbor","BURGLARY FROM VEHICLE","51","M","W","1972"
"501968","2022-12-23","2022-12-23","Olympic","BATTERY - SIMPLE ASSAULT","66","M","H","1957"
"501969","2022-04-26","2022-04-26","Wilshire","BATTERY - SIMPLE ASSAULT","16","M","H","2007"
"501970","2022-03-07","2022-03-07","Northeast","BURGLARY","55","M","A","1968"
"501971","2022-06-02","2022-06-02","West Valley","BATTERY - SIMPLE ASSAULT","74","M","W","1949"
"501972","2022-05-14","2022-05-14","Van Nuys","BATTERY - SIMPLE ASSAULT","57","F","H","1966"
"501973","2022-07-14","2022-07-14","Central","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","35","F","O","1988"
"501974","2022-10-25","2022-10-25","Harbor","BIKE - STOLEN","49","M","B","1974"
"501975","2022-04-21","2022-04-21","N Hollywood","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","42","M","H","1981"
"501976","2022-05-16","2022-05-16","Rampart","INTIMATE PARTNER - SIMPLE ASSAULT","34","M","W","1989"
"501977","2022-02-21","2022-02-21","Wilshire","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","23","M","W","2000"
"501978","2022-12-03","2022-12-03","Northeast","INTIMATE PARTNER - SIMPLE ASSAULT","72","F","W","1951"
"501979","2022-08-13","2022-08-13","Olympic","BATTERY - SIMPLE ASSAULT","27","F","H","1996"
"501980","2022-06-07","2022-06-07","Central","VIOLATION OF RESTRAINING ORDER","45","F","H","1978"
"501981","2022-12-10","2022-12-10","Topanga","ROBBERY","37","M","H","1986"
"501982","2022-11-26","2022-11-26","Topanga","BATTERY POLICE (SIMPLE)","33","M","W","1990"
"501983","2022-11-09","2022-11-09","Wilshire","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","51","M","W","1972"
"501984","2022-02-27","2022-02-27","West LA","BURGLARY FROM VEHICLE","28","M","O","1995"
"501985","2022-11-23","2022-11-23","Central","VIOLATION OF RESTRAINING ORDER","68","M","B","1955"
"501986","2022-11-13","2022-11-13","Van Nuys","BATTERY - SIMPLE ASSAULT","43","F","H","1980"
"501987","2022-02-27","2022-02-27","77th Street","THEFT OF IDENTITY","39","F","B","1984"
"501988","2022-12-18","2022-12-18","Hollywood","INTIMATE PARTNER - SIMPLE ASSAULT","34","M","W","1989"
"501989","2022-11-06","2022-11-06","N Hollywood","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","27","F","B","1996"
"501990","2022-11-09","2022-11-09","Harbor","BATTERY - SIMPLE ASSAULT","19","M","H","2004"
"501991","2022-02-04","2022-02-04","Olympic","BATTERY - SIMPLE ASSAULT","27","M","H","1996"
"501992","2022-08-05","2022-08-05","Southwest","BURGLARY","21","M","B","2002"
"501993","2022-10-14","2022-10-14","Pacific","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","38","F","O","1985"
"501994","2022-01-26","2022-01-26","West Valley","BURGLARY FROM VEHICLE","72","F","W","1951"
"501995","2022-08-03","2022-08-03","Northeast","BURGLARY","53","F","W","1970"
"501996","2022-10-25","2022-10-25","Hollenbeck","BATTERY - SIMPLE ASSAULT","60","M","H","1963"
"501997","2022-08-29","2022-08-29","Mission","THEFT OF IDENTITY","51","M","O","1972"
"501998","2022-11-10","2022-11-10","N Hollywood","ROBBERY","36","F","W","1987"
"501999","2022-03-13","2022-03-13","West LA","THEFT PLAIN - PETTY ($950 & UNDER)","32","M","B","1991"
"502000","2022-08-22","2022-08-22","West LA","BURGLARY","64","M","W","1959"
"502001","2022-08-30","2022-08-30","N Hollywood","BATTERY - SIMPLE ASSAULT","56","F","H","1967"
"502002","2022-11-07","2022-11-07","Pacific","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","54","F","O","1969"
"502003","2023-01-03","2023-01-03","West Valley","THEFT PLAIN - PETTY ($950 & UNDER)","39","F","F","1984"
"502004","2022-05-03","2022-05-03","Van Nuys","BURGLARY","47","F","H","1976"
"502005","2022-07-22","2022-07-22","Harbor","BURGLARY FROM VEHICLE","54","M","W","1969"
"502006","2023-01-01","2023-01-01","Northeast","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","54","M","H","1969"
"502007","2022-12-09","2022-12-09","Southeast","ROBBERY","30","M","H","1993"
"502008","2022-11-30","2022-11-30","Northeast","INTIMATE PARTNER - SIMPLE ASSAULT","22","F","H","2001"
"502009","2022-05-29","2022-05-29","West LA","BIKE - STOLEN","32","M","W","1991"
"502010","2022-11-05","2022-11-05","Devonshire","VIOLATION OF RESTRAINING ORDER","76","M","W","1947"
"502011","2022-03-25","2022-03-25","Central","BURGLARY FROM VEHICLE","28","F","H","1995"
"502012","2022-05-27","2022-05-27","Van Nuys","TRESPASSING","49","F","W","1974"
"502013","2022-12-19","2022-12-19","Northeast","BURGLARY, ATTEMPTED","57","M","H","1966"
"502014","2022-10-18","2022-10-18","77th Street","BURGLARY FROM VEHICLE","46","M","H","1977"
"502015","2022-10-24","2022-10-24","N Hollywood","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","35","F","B","1988"
"502016","2022-03-11","2022-03-11","N Hollywood","BURGLARY","40","M","W","1983"
"502017","2022-11-01","2022-11-01","Southwest","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","25","F","W","1998"
"502018","2022-01-16","2022-01-16","Olympic","BATTERY - SIMPLE ASSAULT","20","F","H","2003"
"502019","2022-03-31","2022-03-31","Rampart","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","43","M","B","1980"
"502020","2022-05-12","2022-05-12","Pacific","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","59","M","B","1964"
"502021","2022-06-21","2022-06-21","West Valley","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","73","F","W","1950"
"502022","2022-03-19","2022-03-19","Foothill","INTIMATE PARTNER - AGGRAVATED ASSAULT","31","M","H","1992"
"502023","2022-07-03","2022-07-03","West Valley","INTIMATE PARTNER - SIMPLE ASSAULT","19","F","H","2004"
"502024","2022-06-04","2022-06-04","Olympic","THEFT OF IDENTITY","29","F","H","1994"
"502025","2022-07-10","2022-07-10","Pacific","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","61","M","O","1962"
"502026","2022-05-29","2022-05-29","Devonshire","THEFT OF IDENTITY","54","M","W","1969"
"502027","2022-10-20","2022-10-20","Hollywood","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","36","M","W","1987"
"502028","2022-05-03","2022-05-03","Central","BATTERY - SIMPLE ASSAULT","24","F","O","1999"
"502029","2022-11-27","2022-11-27","77th Street","BURGLARY","50","M","H","1973"
"502030","2022-04-21","2022-04-21","Hollywood","BATTERY - SIMPLE ASSAULT","28","M","O","1995"
"502031","2022-06-18","2022-06-18","Wilshire","THEFT OF IDENTITY","34","M","S","1989"
"502032","2022-11-14","2022-11-14","Rampart","OTHER ASSAULT","31","F","B","1992"
"502033","2022-09-16","2022-09-16","Topanga","INTIMATE PARTNER - SIMPLE ASSAULT","29","M","O","1994"
"502034","2022-12-07","2022-12-07","Rampart","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","58","M","H","1965"
"502035","2022-03-09","2022-03-09","Central","BATTERY - SIMPLE ASSAULT","23","M","H","2000"
"502036","2022-11-07","2022-11-07","West LA","THEFT PLAIN - PETTY ($950 & UNDER)","27","M","H","1996"
"502037","2022-12-31","2022-12-31","Rampart","BURGLARY","66","M","A","1957"
"502038","2022-08-19","2022-08-19","Central","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","40","F","H","1983"
"502039","2022-11-19","2022-11-19","Olympic","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","39","M","K","1984"
"502040","2022-02-07","2022-02-07","Hollywood","THEFT PLAIN - PETTY ($950 & UNDER)","33","F","W","1990"
"502041","2022-09-09","2022-09-09","Mission","BUNCO, GRAND THEFT","70","M","W","1953"
"502042","2022-12-08","2022-12-08","Pacific","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","22","F","F","2001"
"502043","2022-08-03","2022-08-03","West Valley","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","30","M","H","1993"
"502044","2022-11-10","2022-11-10","N Hollywood","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","45","F","H","1978"
"502045","2022-04-24","2022-04-24","Newton","BATTERY - SIMPLE ASSAULT","11","M","B","2012"
"502046","2022-03-18","2022-03-18","Newton","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","23","M","H","2000"
"502047","2022-06-17","2022-06-17","Hollenbeck","CRIMINAL HOMICIDE","17","M","H","2006"
"502048","2022-08-06","2022-08-06","West Valley","TRESPASSING","40","M","B","1983"
"502049","2022-01-14","2022-01-14","Northeast","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","36","M","H","1987"
"502050","2022-01-12","2022-01-12","Central","THEFT PLAIN - PETTY ($950 & UNDER)","56","M","W","1967"
"502051","2022-02-04","2022-02-04","Pacific","BURGLARY FROM VEHICLE","34","M","U","1989"
"502052","2022-09-07","2022-09-07","Rampart","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","57","M","H","1966"
"502053","2022-08-22","2022-08-22","Southwest","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","22","X","X","2001"
"502054","2022-02-21","2022-02-21","N Hollywood","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","21","M","W","2002"
"502055","2022-04-12","2022-04-12","Pacific","THEFT PLAIN - PETTY ($950 & UNDER)","40","M","H","1983"
"502056","2022-11-18","2022-11-18","West LA","VIOLATION OF RESTRAINING ORDER","26","F","H","1997"
"502057","2022-01-04","2022-01-04","Devonshire","OTHER MISCELLANEOUS CRIME","72","M","B","1951"
"502058","2022-08-02","2022-08-02","Newton","BURGLARY FROM VEHICLE","44","F","H","1979"
"502059","2022-01-01","2022-01-01","Topanga","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","53","M","X","1970"
"502060","2022-01-17","2022-01-17","Pacific","INTIMATE PARTNER - SIMPLE ASSAULT","23","F","A","2000"
"502061","2022-05-14","2022-05-14","Hollywood","TRESPASSING","56","M","W","1967"
"502062","2022-05-19","2022-05-19","Southeast","BATTERY - SIMPLE ASSAULT","52","F","B","1971"
"502063","2022-03-24","2022-03-24","Hollywood","THEFT OF IDENTITY","50","F","W","1973"
"502064","2022-10-11","2022-10-11","Rampart","INTIMATE PARTNER - AGGRAVATED ASSAULT","53","F","B","1970"
"502065","2022-02-04","2022-02-04","West Valley","BATTERY - SIMPLE ASSAULT","80","F","W","1943"
"502066","2022-09-17","2022-09-17","Northeast","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","55","F","W","1968"
"502067","2022-12-11","2022-12-11","Newton","CRIMINAL THREATS - NO WEAPON DISPLAYED","51","M","H","1972"
"502068","2022-12-13","2022-12-13","N Hollywood","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","26","F","C","1997"
"502069","2022-09-09","2022-09-09","Central","OTHER ASSAULT","48","M","H","1975"
"502070","2022-05-02","2022-05-02","Mission","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","23","M","H","2000"
"502071","2022-09-15","2022-09-15","Mission","BATTERY - SIMPLE ASSAULT","53","F","H","1970"
"502072","2022-09-09","2022-09-09","Hollywood","THEFT PLAIN - PETTY ($950 & UNDER)","32","F","W","1991"
"502073","2022-06-06","2022-06-06","Wilshire","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","39","M","H","1984"
"502074","2022-11-24","2022-11-24","Wilshire","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","53","F","B","1970"
"502075","2022-12-29","2022-12-29","Newton","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","18","F","H","2005"
"502076","2022-10-02","2022-10-02","Harbor","THEFT OF IDENTITY","38","M","B","1985"
"502077","2022-09-14","2022-09-14","Wilshire","THEFT PLAIN - PETTY ($950 & UNDER)","41","M","B","1982"
"502078","2022-11-12","2022-11-12","Van Nuys","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","21","M","W","2002"
"502079","2022-07-12","2022-07-12","Rampart","THEFT OF IDENTITY","27","M","H","1996"
"502080","2022-04-25","2022-04-25","Hollenbeck","THEFT PLAIN - PETTY ($950 & UNDER)","45","F","B","1978"
"502081","2022-07-09","2022-07-09","West LA","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","30","M","H","1993"
"502082","2022-05-18","2022-05-18","Topanga","BATTERY - SIMPLE ASSAULT","37","M","H","1986"
"502083","2022-08-22","2022-08-22","Wilshire","BATTERY - SIMPLE ASSAULT","29","F","W","1994"
"502084","2022-04-11","2022-04-11","Northeast","BURGLARY FROM VEHICLE","28","F","H","1995"
"502085","2022-04-05","2022-04-05","West Valley","CHILD NEGLECT (SEE 300 W.I.C.)","17","M","H","2006"
"502086","2022-09-05","2022-09-05","77th Street","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","4","F","B","2019"
"502087","2022-09-27","2022-09-27","Olympic","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","38","F","H","1985"
"502088","2022-06-06","2022-06-06","Central","THEFT PLAIN - PETTY ($950 & UNDER)","54","F","O","1969"
"502089","2022-12-10","2022-12-10","Newton","THEFT PLAIN - PETTY ($950 & UNDER)","26","M","B","1997"
"502090","2022-05-04","2022-05-04","Southwest","THEFT PLAIN - PETTY ($950 & UNDER)","24","F","H","1999"
"502091","2022-09-03","2022-09-03","Harbor","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","65","F","W","1958"
"502092","2022-10-14","2022-10-14","Foothill","ROBBERY","51","M","H","1972"
"502093","2022-05-31","2022-05-31","Hollenbeck","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","32","F","H","1991"
"502094","2022-04-08","2022-04-08","Hollywood","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","49","M","W","1974"
"502095","2022-03-17","2022-03-17","Topanga","BURGLARY FROM VEHICLE","24","F","B","1999"
"502096","2022-12-13","2022-12-13","Southwest","THEFT PLAIN - PETTY ($950 & UNDER)","22","X","X","2001"
"502097","2022-12-12","2022-12-12","Olympic","BUNCO, GRAND THEFT","29","F","H","1994"
"502098","2022-08-02","2022-08-02","Northeast","BURGLARY","35","M","W","1988"
"502099","2022-09-02","2022-09-02","Topanga","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","46","F","B","1977"
"502100","2022-09-19","2022-09-19","Hollywood","INTIMATE PARTNER - SIMPLE ASSAULT","33","F","H","1990"
"502101","2022-06-30","2022-06-30","West LA","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","63","M","W","1960"
"502102","2022-08-01","2022-08-01","Rampart","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","39","F","W","1984"
"502103","2022-10-22","2022-10-22","Central","BURGLARY FROM VEHICLE","33","F","B","1990"
"502104","2022-10-15","2022-10-15","Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","33","M","H","1990"
"502105","2022-03-23","2022-03-23","Topanga","ATTEMPTED ROBBERY","34","M","B","1989"
"502106","2022-08-17","2022-08-17","Wilshire","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","45","M","W","1978"
"502107","2022-12-03","2022-12-03","Southeast","BUNCO, PETTY THEFT","62","F","B","1961"
"502108","2022-04-10","2022-04-10","West Valley","CRIMINAL THREATS - NO WEAPON DISPLAYED","53","M","W","1970"
"502109","2022-05-04","2022-05-04","Southwest","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","26","F","A","1997"
"502110","2022-04-28","2022-04-28","West LA","THEFT OF IDENTITY","58","M","W","1965"
"502111","2022-05-21","2022-05-21","West Valley","CONTEMPT OF COURT","43","F","H","1980"
"502112","2022-10-29","2022-10-29","Wilshire","BURGLARY FROM VEHICLE","58","F","A","1965"
"502113","2022-03-05","2022-03-05","Olympic","BATTERY - SIMPLE ASSAULT","45","F","H","1978"
